#{"t_start": 1754090419.815753, "env_id": "None"}
r,l,t
-0.8662896,25,127.398321
10.0,25,127.466949
10.0,25,127.466949
10.0,25,127.466949
-10.0,25,127.466949
0.0,25,127.551106
0.0,25,127.551106
0.0,25,127.551106
-24.312061,25,127.551106
10.0,25,127.632215
10.0,25,127.632215
10.0,25,127.632215
-10.0,25,127.632215
0.0,25,127.721542
0.0,25,127.721542
0.0,25,127.721542
-1.7737914,25,127.721542
60.0,25,127.81881
60.0,25,127.81881
60.0,25,127.81881
-60.0,25,127.81881
40.0,25,127.895484
40.0,25,127.895484
40.0,25,127.895484
-54.071815,25,127.895484
0.0,25,127.964698
0.0,25,127.964698
0.0,25,127.964698
-3.378618,25,127.964698
0.0,25,128.046333
0.0,25,128.046333
0.0,25,128.046333
-0.24638489,25,128.046333
0.0,25,128.130863
0.0,25,128.130863
0.0,25,128.130863
0.0,25,128.130863
30.0,25,128.20105
30.0,25,128.20105
30.0,25,128.20105
-30.305279,25,128.20105
0.0,25,128.280914
0.0,25,128.280914
0.0,25,128.280914
0.0,25,128.280914
0.0,25,128.352653
0.0,25,128.352653
0.0,25,128.352653
0.0,25,128.352653
20.0,25,128.41995
20.0,25,128.41995
20.0,25,128.41995
-20.0,25,128.41995
20.0,25,128.501171
20.0,25,128.501171
20.0,25,128.501171
-20.0,25,128.501171
0.0,25,128.583397
0.0,25,128.583397
0.0,25,128.583397
0.0,25,128.583397
30.0,25,128.659646
30.0,25,128.659646
30.0,25,128.659646
-45.986397,25,128.659646
0.0,25,128.734094
0.0,25,128.734094
0.0,25,128.734094
-13.360651,25,128.734094
20.0,25,128.813045
20.0,25,128.81408
20.0,25,128.81408
-20.0,25,128.81408
30.0,25,128.893868
30.0,25,128.893868
30.0,25,128.893868
-30.0,25,128.893868
0.0,25,128.976804
0.0,25,128.976804
0.0,25,128.976804
0.0,25,128.976804
0.0,25,129.043422
0.0,25,129.043422
0.0,25,129.043422
-23.50509,25,129.043422
0.0,25,129.140811
0.0,25,129.140811
0.0,25,129.140811
-7.6362524,25,129.140811
60.0,25,129.209009
60.0,25,129.209009
60.0,25,129.209009
-66.29435,25,129.209009
30.0,25,129.282887
30.0,25,129.282887
30.0,25,129.282887
-30.0,25,129.282887
0.0,25,129.369775
0.0,25,129.369775
0.0,25,129.369775
0.0,25,129.369775
0.0,25,129.43323
0.0,25,129.43323
0.0,25,129.43323
0.0,25,129.43323
20.0,25,129.507099
20.0,25,129.507099
20.0,25,129.507099
-26.308868,25,129.507099
30.0,25,129.575302
30.0,25,129.575302
30.0,25,129.575302
-44.00427,25,129.575302
30.0,25,129.64113
30.0,25,129.64113
30.0,25,129.64113
-30.0,25,129.64113
30.0,25,129.70861
30.0,25,129.70861
30.0,25,129.70861
-30.0,25,129.70861
10.0,25,129.780568
10.0,25,129.780568
10.0,25,129.780568
-10.47779,25,129.780568
0.0,25,129.851358
0.0,25,129.851358
0.0,25,129.851358
0.0,25,129.851358
40.0,25,129.932071
40.0,25,129.932071
40.0,25,129.932071
-40.0,25,129.932071
0.0,25,130.047079
0.0,25,130.047079
0.0,25,130.047079
-1.0968156,25,130.047079
0.0,25,130.12728
0.0,25,130.12728
0.0,25,130.12728
-15.332292,25,130.12728
0.0,25,130.198057
0.0,25,130.198057
0.0,25,130.1994
0.0,25,130.1994
0.0,25,130.264346
0.0,25,130.264346
0.0,25,130.264346
-0.39037648,25,130.264346
10.0,25,130.344273
10.0,25,130.345272
10.0,25,130.345272
-10.0,25,130.345272
0.0,25,130.418466
0.0,25,130.41948
0.0,25,130.41948
0.0,25,130.41948
0.0,25,130.496533
0.0,25,130.496533
0.0,25,130.496533
0.0,25,130.496533
0.0,25,137.976321
0.0,25,137.978328
0.0,25,137.978328
-6.80454,25,137.978328
0.0,25,138.063224
0.0,25,138.063224
0.0,25,138.063224
-27.68847,25,138.063224
0.0,25,138.122745
0.0,25,138.122745
0.0,25,138.122745
0.0,25,138.122745
40.0,25,138.208229
40.0,25,138.208229
40.0,25,138.208229
-40.0,25,138.208229
0.0,25,138.288113
0.0,25,138.288113
0.0,25,138.288113
-12.7823715,25,138.288113
0.0,25,138.365751
0.0,25,138.372097
0.0,25,138.372097
-7.229195,25,138.372097
0.0,25,138.46109
0.0,25,138.46109
0.0,25,138.46109
0.0,25,138.46109
30.0,25,138.548321
30.0,25,138.548321
30.0,25,138.548321
-30.0,25,138.548321
0.0,25,138.628415
0.0,25,138.628415
0.0,25,138.628415
-0.55001456,25,138.628415
0.0,25,138.692298
0.0,25,138.692298
0.0,25,138.692298
0.0,25,138.692298
30.0,25,138.778137
30.0,25,138.778137
30.0,25,138.778137
-30.0,25,138.778137
0.0,25,138.861897
0.0,25,138.861897
0.0,25,138.861897
-21.512875,25,138.861897
0.0,25,138.955915
0.0,25,138.955915
0.0,25,138.955915
-4.1955414,25,138.955915
0.0,25,139.073076
0.0,25,139.073076
0.0,25,139.073076
0.0,25,139.073076
0.0,25,139.14829
0.0,25,139.14829
0.0,25,139.14829
0.0,25,139.14829
60.0,25,139.215381
60.0,25,139.215381
60.0,25,139.215381
-60.63995,25,139.215381
50.0,25,139.293233
50.0,25,139.293233
50.0,25,139.293233
-50.0,25,139.293233
30.0,25,139.368196
30.0,25,139.368196
30.0,25,139.368196
-30.0,25,139.368196
10.0,25,139.448327
10.0,25,139.448327
10.0,25,139.448327
-10.0,25,139.448327
0.0,25,139.528071
0.0,25,139.528071
0.0,25,139.528071
-0.7591948,25,139.528071
20.0,25,139.603912
20.0,25,139.603912
20.0,25,139.603912
-20.0,25,139.603912
30.0,25,139.692227
30.0,25,139.692227
30.0,25,139.692227
-30.0,25,139.692227
40.0,25,139.774452
40.0,25,139.774452
40.0,25,139.774452
-40.0,25,139.774452
0.0,25,139.855986
0.0,25,139.855986
0.0,25,139.855986
0.0,25,139.855986
0.0,25,139.931769
0.0,25,139.931769
0.0,25,139.931769
0.0,25,139.931769
30.0,25,140.004471
30.0,25,140.004471
30.0,25,140.004471
-30.0,25,140.004471
20.0,25,140.082126
20.0,25,140.082126
20.0,25,140.082126
-20.0,25,140.082126
0.0,25,140.150435
0.0,25,140.150435
0.0,25,140.150435
0.0,25,140.150435
20.0,25,140.228199
20.0,25,140.228199
20.0,25,140.228199
-20.0,25,140.228199
50.0,25,140.302182
50.0,25,140.302182
50.0,25,140.302182
-50.0,25,140.302182
20.0,25,140.371978
20.0,25,140.371978
20.0,25,140.371978
-20.0,25,140.371978
0.0,25,140.453854
0.0,25,140.453854
0.0,25,140.453854
-0.066984914,25,140.453854
10.0,25,140.522523
10.0,25,140.522523
10.0,25,140.522523
-10.0,25,140.522523
20.0,25,140.594796
20.0,25,140.594796
20.0,25,140.594796
-27.071321,25,140.594796
0.0,25,140.658428
0.0,25,140.658428
0.0,25,140.658428
0.0,25,140.658428
20.0,25,140.748287
20.0,25,140.748287
20.0,25,140.748287
-20.0,25,140.748287
0.0,25,140.818128
0.0,25,140.818128
0.0,25,140.818128
-13.183826,25,140.818128
0.0,25,140.890091
0.0,25,140.890091
0.0,25,140.890091
0.0,25,140.890091
50.0,25,140.980268
50.0,25,140.980268
50.0,25,140.980268
-50.0,25,140.980268
30.0,25,141.0705
30.0,25,141.0705
30.0,25,141.0705
-30.0,25,141.0705
0.0,25,141.138418
0.0,25,141.138418
0.0,25,141.138418
0.0,25,141.138418
20.0,25,141.230349
20.0,25,141.230349
20.0,25,141.230349
-20.0,25,141.230349
90.0,25,141.335129
90.0,25,141.337135
90.0,25,141.337135
-90.0,25,141.337135
20.0,25,141.408483
20.0,25,141.408483
20.0,25,141.408483
-20.0,25,141.408483
10.0,25,141.502399
10.0,25,141.502399
10.0,25,141.502399
-10.0,25,141.502399
20.0,25,141.598244
20.0,25,141.598244
20.0,25,141.598244
-20.0,25,141.598244
10.0,25,141.695829
10.0,25,141.695829
10.0,25,141.695829
-10.0,25,141.695829
40.0,25,141.768329
40.0,25,141.768329
40.0,25,141.768329
-40.0,25,141.768329
40.0,25,141.883403
40.0,25,141.883403
40.0,25,141.883403
-40.0,25,141.883403
0.0,25,141.97518
0.0,25,141.97518
0.0,25,141.97518
-2.9864104,25,141.97518
20.0,25,142.070713
20.0,25,142.070713
20.0,25,142.070713
-20.0,25,142.070713
20.0,25,142.164217
20.0,25,142.164217
20.0,25,142.164217
-20.0,25,142.164217
0.0,25,142.252389
0.0,25,142.252389
0.0,25,142.252389
0.0,25,142.252389
0.0,25,142.342742
0.0,25,142.342742
0.0,25,142.342742
0.0,25,142.342742
60.0,25,142.442845
60.0,25,142.442845
60.0,25,142.442845
-60.0,25,142.442845
0.0,25,142.554958
0.0,25,142.554958
0.0,25,142.554958
-2.5753405,25,142.554958
0.0,25,142.670569
0.0,25,142.670569
0.0,25,142.670569
-5.396518,25,142.670569
0.0,25,142.788307
0.0,25,142.788307
0.0,25,142.788307
0.0,25,142.790096
10.0,25,142.910526
10.0,25,142.910526
10.0,25,142.910526
-10.0,25,142.910526
20.0,25,143.028049
20.0,25,143.031039
20.0,25,143.031039
-21.18216,25,143.031039
0.0,25,143.146482
0.0,25,143.146482
0.0,25,143.146482
0.0,25,143.146482
40.0,25,143.263419
40.0,25,143.263419
40.0,25,143.263419
-50.226677,25,143.263419
0.0,25,143.383004
0.0,25,143.383004
0.0,25,143.383004
-0.5995206,25,143.383004
0.0,25,143.547838
0.0,25,143.547838
0.0,25,143.547838
-3.170644,25,143.547838
0.0,25,143.70677
0.0,25,143.70677
0.0,25,143.70677
-20.30066,25,143.70677
0.0,25,143.840557
0.0,25,143.840557
0.0,25,143.840557
0.0,25,143.840557
0.0,25,143.9438
0.0,25,143.9438
0.0,25,143.9438
0.0,25,143.9438
40.0,25,144.048479
40.0,25,144.05071
40.0,25,144.05071
-40.0,25,144.05071
0.0,25,144.158115
0.0,25,144.158115
0.0,25,144.158115
-6.7435365,25,144.158115
0.0,25,144.258444
0.0,25,144.258444
0.0,25,144.258444
0.0,25,144.258444
0.0,25,144.363183
0.0,25,144.36521
0.0,25,144.36521
0.0,25,144.36521
10.0,25,144.472035
10.0,25,144.472035
10.0,25,144.472035
-10.0,25,144.472035
0.0,25,144.589719
0.0,25,144.589719
0.0,25,144.589719
-40.07352,25,144.589719
30.0,25,144.705055
30.0,25,144.705055
30.0,25,144.705055
-34.533684,25,144.705055
0.0,25,144.825617
0.0,25,144.825617
0.0,25,144.825617
0.0,25,144.825617
0.0,25,144.927064
0.0,25,144.927064
0.0,25,144.927064
0.0,25,144.927064
10.0,25,145.013938
10.0,25,145.013938
10.0,25,145.013938
-10.0,25,145.013938
10.0,25,145.101207
10.0,25,145.101207
10.0,25,145.101207
-10.0,25,145.101207
0.0,25,145.188526
0.0,25,145.188526
0.0,25,145.188526
0.0,25,145.188526
0.0,25,145.270623
0.0,25,145.270623
0.0,25,145.270623
0.0,25,145.270623
0.0,25,145.362276
0.0,25,145.362276
0.0,25,145.362276
0.0,25,145.362276
0.0,25,145.466259
0.0,25,145.466259
0.0,25,145.466259
-2.1613066,25,145.466259
0.0,25,152.998328
0.0,25,152.998328
0.0,25,152.998328
0.0,25,152.998328
40.0,25,153.071948
40.0,25,153.071948
40.0,25,153.071948
-40.0,25,153.071948
0.0,25,153.148129
0.0,25,153.148129
0.0,25,153.148129
0.0,25,153.148129
20.0,25,153.231044
20.0,25,153.231044
20.0,25,153.231044
-20.361385,25,153.231044
20.0,25,153.310198
20.0,25,153.310198
20.0,25,153.310198
-20.0,25,153.310198
20.0,25,153.372056
20.0,25,153.378118
20.0,25,153.378118
-20.0,25,153.378118
0.0,25,153.442255
0.0,25,153.442255
0.0,25,153.444288
0.0,25,153.444288
0.0,25,153.523818
0.0,25,153.523818
0.0,25,153.523818
-41.840305,25,153.523818
0.0,25,153.639765
0.0,25,153.639765
0.0,25,153.639765
0.0,25,153.639765
0.0,25,153.730061
0.0,25,153.730061
0.0,25,153.730061
-1.8880751,25,153.730061
10.0,25,153.818302
10.0,25,153.818302
10.0,25,153.818302
-10.0,25,153.818302
40.0,25,153.888284
40.0,25,153.888284
40.0,25,153.888284
-40.0,25,153.888284
10.0,25,153.974794
10.0,25,153.974794
10.0,25,153.974794
-12.385672,25,153.974794
0.0,25,154.058465
0.0,25,154.058465
0.0,25,154.058465
0.0,25,154.058465
10.0,25,154.139824
10.0,25,154.140823
10.0,25,154.140823
-10.0,25,154.140823
0.0,25,154.205866
0.0,25,154.205866
0.0,25,154.205866
0.0,25,154.205866
20.0,25,154.281934
20.0,25,154.281934
20.0,25,154.281934
-20.0,25,154.281934
30.0,25,154.35198
30.0,25,154.35198
30.0,25,154.35198
-30.03933,25,154.35198
20.0,25,154.431951
20.0,25,154.431951
20.0,25,154.431951
-20.323933,25,154.431951
0.0,25,154.502085
0.0,25,154.502085
0.0,25,154.502085
0.0,25,154.502085
0.0,25,154.588414
0.0,25,154.588414
0.0,25,154.588414
0.0,25,154.588414
30.0,25,154.666216
30.0,25,154.666216
30.0,25,154.666216
-33.1373,25,154.666216
0.0,25,154.768981
0.0,25,154.768981
0.0,25,154.768981
-5.6131005,25,154.768981
0.0,25,154.878089
0.0,25,154.878089
0.0,25,154.878089
0.0,25,154.878089
60.0,25,154.961147
60.0,25,154.961147
60.0,25,154.961147
-60.960472,25,154.961147
70.0,25,155.031763
70.0,25,155.031763
70.0,25,155.031763
-70.0,25,155.031763
10.0,25,155.115777
10.0,25,155.115777
10.0,25,155.115777
-10.0,25,155.115777
0.0,25,155.201453
0.0,25,155.201453
0.0,25,155.201453
0.0,25,155.201453
0.0,25,155.282452
0.0,25,155.28446
0.0,25,155.28446
0.0,25,155.28446
0.0,25,155.36849
0.0,25,155.36849
0.0,25,155.36849
-35.671303,25,155.36849
0.0,25,155.458419
0.0,25,155.458419
0.0,25,155.458419
-30.907612,25,155.458419
0.0,25,155.532309
0.0,25,155.532309
0.0,25,155.532309
-16.32276,25,155.532309
0.0,25,155.604544
0.0,25,155.604544
0.0,25,155.604544
-8.424622,25,155.604544
0.0,25,155.678234
0.0,25,155.678234
0.0,25,155.678234
0.0,25,155.678234
20.0,25,155.758526
20.0,25,155.758526
20.0,25,155.758526
-21.612263,25,155.758526
110.0,25,155.835887
110.0,25,155.835887
110.0,25,155.835887
-110.0,25,155.835887
0.0,25,155.898193
0.0,25,155.898193
0.0,25,155.898193
0.0,25,155.898193
20.0,25,155.97949
20.0,25,155.97949
20.0,25,155.97949
-20.0,25,155.97949
20.0,25,156.052109
20.0,25,156.052109
20.0,25,156.052109
-24.699081,25,156.052109
0.0,25,156.122473
0.0,25,156.122473
0.0,25,156.122473
0.0,25,156.122473
0.0,25,156.208282
0.0,25,156.208282
0.0,25,156.208282
0.0,25,156.208282
10.0,25,156.310041
10.0,25,156.310041
10.0,25,156.310041
-23.048826,25,156.310041
30.0,25,156.382308
30.0,25,156.382308
30.0,25,156.382308
-34.36102,25,156.382308
30.0,25,156.445969
30.0,25,156.445969
30.0,25,156.445969
-30.0,25,156.445969
30.0,25,156.51038
30.0,25,156.51038
30.0,25,156.51038
-30.0,25,156.51038
0.0,25,156.578359
0.0,25,156.578359
0.0,25,156.578359
-1.3814653,25,156.578359
0.0,25,156.662306
0.0,25,156.662306
0.0,25,156.662306
0.0,25,156.662306
40.0,25,156.745759
40.0,25,156.745759
40.0,25,156.745759
-40.676117,25,156.745759
10.0,25,156.822452
10.0,25,156.822452
10.0,25,156.822452
-10.0,25,156.822452
0.0,25,156.912014
0.0,25,156.912014
0.0,25,156.912014
-0.5430101,25,156.912014
10.0,25,156.998376
10.0,25,156.998376
10.0,25,156.998376
-10.0,25,156.998376
10.0,25,157.106338
10.0,25,157.106338
10.0,25,157.106338
-10.099174,25,157.106338
50.0,25,157.184166
50.0,25,157.184166
50.0,25,157.184166
-50.313156,25,157.184166
20.0,25,157.27416
20.0,25,157.27416
20.0,25,157.27416
-20.0,25,157.27416
40.0,25,157.362541
40.0,25,157.362541
40.0,25,157.362541
-40.0,25,157.362541
20.0,25,157.44397
20.0,25,157.44397
20.0,25,157.44397
-20.0,25,157.44397
50.0,25,157.513392
50.0,25,157.513392
50.0,25,157.513392
-50.0,25,157.513392
0.0,25,157.5982
0.0,25,157.5982
0.0,25,157.5982
-1.7568046,25,157.5982
0.0,25,157.683555
0.0,25,157.683555
0.0,25,157.683555
-3.481261,25,157.683555
0.0,25,157.769358
0.0,25,157.769358
0.0,25,157.769358
0.0,25,157.769358
0.0,25,157.858146
0.0,25,157.858146
0.0,25,157.858146
0.0,25,157.858146
30.0,25,157.925159
30.0,25,157.925159
30.0,25,157.925159
-30.0,25,157.925159
0.0,25,158.008405
0.0,25,158.014351
0.0,25,158.014351
0.0,25,158.014351
20.0,25,158.088294
20.0,25,158.088294
20.0,25,158.088294
-20.0,25,158.088294
30.0,25,158.158269
30.0,25,158.158269
30.0,25,158.158269
-30.0,25,158.158269
40.0,25,158.236289
40.0,25,158.236289
40.0,25,158.236289
-41.75779,25,158.236289
30.0,25,158.311988
30.0,25,158.314012
30.0,25,158.314012
-36.647247,25,158.314012
10.0,25,158.38892
10.0,25,158.38892
10.0,25,158.38892
-10.0,25,158.38892
0.0,25,158.483155
0.0,25,158.483155
0.0,25,158.483155
0.0,25,158.483155
30.0,25,158.552193
30.0,25,158.552193
30.0,25,158.552193
-30.0,25,158.552193
50.0,25,158.620551
50.0,25,158.620551
50.0,25,158.620551
-50.0,25,158.620551
0.0,25,158.689795
0.0,25,158.689795
0.0,25,158.689795
-1.840623,25,158.689795
0.0,25,158.761886
0.0,25,158.761886
0.0,25,158.761886
0.0,25,158.761886
20.0,25,158.847458
20.0,25,158.847458
20.0,25,158.847458
-20.0,25,158.847458
0.0,25,158.931775
0.0,25,158.931775
0.0,25,158.931775
-12.592208,25,158.931775
0.0,25,159.00844
0.0,25,159.00844
0.0,25,159.00844
-2.9065237,25,159.00844
10.0,25,159.098201
10.0,25,159.098201
10.0,25,159.098201
-17.78256,25,159.098201
0.0,25,159.189975
0.0,25,159.189975
0.0,25,159.189975
-19.477556,25,159.189975
40.0,25,159.31559
40.0,25,159.31559
40.0,25,159.31559
-42.860302,25,159.31559
0.0,25,159.412572
0.0,25,159.412572
0.0,25,159.412572
0.0,25,159.412572
0.0,25,159.501877
0.0,25,159.501877
0.0,25,159.501877
0.0,25,159.501877
30.0,25,159.589764
30.0,25,159.589764
30.0,25,159.589764
-30.0,25,159.589764
30.0,25,167.308351
30.0,25,167.308351
30.0,25,167.308351
-30.0,25,167.308351
0.0,25,167.380613
0.0,25,167.380613
0.0,25,167.380613
0.0,25,167.380613
0.0,25,167.462525
0.0,25,167.462525
0.0,25,167.462525
0.0,25,167.462525
10.0,25,167.534905
10.0,25,167.534905
10.0,25,167.534905
-14.341061,25,167.534905
40.0,25,167.616266
40.0,25,167.616266
40.0,25,167.616266
-40.0,25,167.616266
0.0,25,167.694235
0.0,25,167.694235
0.0,25,167.694235
-0.12353755,25,167.694235
0.0,25,167.770144
0.0,25,167.770144
0.0,25,167.770144
-1.8080949,25,167.770144
0.0,25,167.866557
0.0,25,167.866557
0.0,25,167.866557
0.0,25,167.866557
20.0,25,167.950568
20.0,25,167.950568
20.0,25,167.950568
-21.966133,25,167.950568
0.0,25,168.015351
0.0,25,168.015351
0.0,25,168.015351
0.0,25,168.015351
20.0,25,168.091925
20.0,25,168.091925
20.0,25,168.091925
-20.791422,25,168.091925
0.0,25,168.166404
0.0,25,168.166404
0.0,25,168.166404
-12.8242655,25,168.166404
10.0,25,168.250718
10.0,25,168.250718
10.0,25,168.250718
-10.0,25,168.250718
0.0,25,168.380194
0.0,25,168.380194
0.0,25,168.380194
-22.42869,25,168.380194
30.0,25,168.46178
30.0,25,168.46178
30.0,25,168.46178
-30.0,25,168.46178
0.0,25,168.541692
0.0,25,168.541692
0.0,25,168.541692
-5.957769,25,168.541692
0.0,25,168.61499
0.0,25,168.61499
0.0,25,168.61499
0.0,25,168.61499
0.0,25,168.680181
0.0,25,168.680181
0.0,25,168.682791
0.0,25,168.682791
0.0,25,168.772026
0.0,25,168.772026
0.0,25,168.772026
0.0,25,168.772026
10.0,25,168.858437
10.0,25,168.858437
10.0,25,168.858437
-10.0,25,168.858437
30.0,25,168.930574
30.0,25,168.930574
30.0,25,168.930574
-46.49035,25,168.930574
0.0,25,169.02236
0.0,25,169.02236
0.0,25,169.02236
-13.823892,25,169.02236
0.0,25,169.105618
0.0,25,169.105618
0.0,25,169.105618
-12.008784,25,169.105618
0.0,25,169.178566
0.0,25,169.178566
0.0,25,169.178566
-3.5878782,25,169.178566
0.0,25,169.242177
0.0,25,169.242177
0.0,25,169.242177
-23.56682,25,169.242177
0.0,25,169.328493
0.0,25,169.328493
0.0,25,169.328493
0.0,25,169.328493
10.0,25,169.406319
10.0,25,169.406319
10.0,25,169.406319
-10.0,25,169.406319
0.0,25,169.488503
0.0,25,169.488503
0.0,25,169.488503
-2.2641838,25,169.488503
0.0,25,169.559979
0.0,25,169.559979
0.0,25,169.559979
-3.0652783,25,169.559979
0.0,25,169.628255
0.0,25,169.628255
0.0,25,169.628255
-3.1809251,25,169.628255
30.0,25,169.703525
30.0,25,169.703525
30.0,25,169.703525
-30.394863,25,169.703525
0.0,25,169.768321
0.0,25,169.768321
0.0,25,169.768321
-1.4350755,25,169.768321
50.0,25,169.848335
50.0,25,169.848335
50.0,25,169.848335
-52.716484,25,169.848335
0.0,25,169.928403
0.0,25,169.928403
0.0,25,169.928403
-4.0463257,25,169.928403
0.0,25,170.012546
0.0,25,170.012546
0.0,25,170.012546
0.0,25,170.012546
0.0,25,170.098503
0.0,25,170.098503
0.0,25,170.098503
-0.3522413,25,170.098503
0.0,25,170.17443
0.0,25,170.17443
0.0,25,170.17443
0.0,25,170.17443
60.0,25,170.246297
60.0,25,170.246297
60.0,25,170.246297
-61.38293,25,170.246297
0.0,25,170.332191
0.0,25,170.332191
0.0,25,170.332191
0.0,25,170.332191
30.0,25,170.422377
30.0,25,170.422377
30.0,25,170.423398
-30.0,25,170.423398
0.0,25,170.506314
0.0,25,170.506314
0.0,25,170.506314
-0.123816386,25,170.506314
0.0,25,170.621435
0.0,25,170.621435
0.0,25,170.621435
0.0,25,170.621435
0.0,25,170.720311
0.0,25,170.720311
0.0,25,170.720311
0.0,25,170.720311
0.0,25,170.793765
0.0,25,170.793765
0.0,25,170.793765
-1.5766317,25,170.793765
90.0,25,170.862296
90.0,25,170.862296
90.0,25,170.862296
-90.0,25,170.862296
0.0,25,170.940054
0.0,25,170.940054
0.0,25,170.940054
0.0,25,170.940054
0.0,25,171.018193
0.0,25,171.018193
0.0,25,171.018193
-0.7687801,25,171.018193
60.0,25,171.107325
60.0,25,171.107325
60.0,25,171.107325
-60.0,25,171.107325
20.0,25,171.180146
20.0,25,171.180146
20.0,25,171.180146
-20.0,25,171.180146
0.0,25,171.246987
0.0,25,171.246987
0.0,25,171.246987
-19.483023,25,171.246987
30.0,25,171.322221
30.0,25,171.322221
30.0,25,171.322221
-30.0,25,171.322221
30.0,25,171.392293
30.0,25,171.392293
30.0,25,171.392293
-30.0,25,171.392293
0.0,25,171.486259
0.0,25,171.486259
0.0,25,171.486259
-7.172042,25,171.486259
30.0,25,171.555284
30.0,25,171.555284
30.0,25,171.555284
-54.360306,25,171.555284
30.0,25,171.625546
30.0,25,171.625546
30.0,25,171.625546
-30.0,25,171.625546
30.0,25,171.694227
30.0,25,171.694227
30.0,25,171.694227
-30.0,25,171.694227
40.0,25,171.772269
40.0,25,171.772269
40.0,25,171.772269
-40.0,25,171.772269
0.0,25,171.872623
0.0,25,171.872623
0.0,25,171.872623
-33.07659,25,171.872623
30.0,25,171.978409
30.0,25,171.978409
30.0,25,171.978409
-30.0,25,171.978409
0.0,25,172.066274
0.0,25,172.066274
0.0,25,172.066274
-17.972826,25,172.066274
0.0,25,172.138891
0.0,25,172.138891
0.0,25,172.138891
0.0,25,172.138891
40.0,25,172.222103
40.0,25,172.222103
40.0,25,172.222103
-61.089745,25,172.222103
0.0,25,172.288321
0.0,25,172.288321
0.0,25,172.288321
0.0,25,172.288321
0.0,25,172.358532
0.0,25,172.358532
0.0,25,172.358532
0.0,25,172.358532
40.0,25,172.42855
40.0,25,172.42855
40.0,25,172.42855
-40.0,25,172.42855
0.0,25,172.500497
0.0,25,172.500497
0.0,25,172.500497
0.0,25,172.500497
0.0,25,172.578086
0.0,25,172.578086
0.0,25,172.578086
-0.40634826,25,172.578086
40.0,25,172.672187
40.0,25,172.672187
40.0,25,172.672187
-40.0,25,172.672187
0.0,25,172.763899
0.0,25,172.763899
0.0,25,172.763899
-44.524647,25,172.763899
20.0,25,172.856977
20.0,25,172.856977
20.0,25,172.856977
-20.0,25,172.856977
30.0,25,172.942062
30.0,25,172.942062
30.0,25,172.942062
-30.789368,25,172.942062
0.0,25,173.048229
0.0,25,173.048229
0.0,25,173.048229
0.0,25,173.048229
30.0,25,173.148583
30.0,25,173.148583
30.0,25,173.148583
-30.0,25,173.148583
0.0,25,173.240835
0.0,25,173.240835
0.0,25,173.240835
0.0,25,173.240835
0.0,25,173.348127
0.0,25,173.350119
0.0,25,173.350119
0.0,25,173.350119
30.0,25,173.45016
30.0,25,173.45016
30.0,25,173.45016
-30.0,25,173.45016
0.0,25,173.585618
0.0,25,173.585618
0.0,25,173.585618
-13.480016,25,173.585618
30.0,25,173.706266
30.0,25,173.706266
30.0,25,173.706266
-30.0,25,173.70828
0.0,25,173.828064
0.0,25,173.828064
0.0,25,173.828064
-0.17797475,25,173.828064
40.0,25,173.940157
40.0,25,173.940157
40.0,25,173.940157
-40.0,25,173.940157
20.0,25,174.033584
20.0,25,174.033584
20.0,25,174.033584
-21.09962,25,174.033584
0.0,25,174.136203
0.0,25,174.136203
0.0,25,174.136203
0.0,25,174.136203
10.0,25,182.47012
10.0,25,182.47012
10.0,25,182.47012
-12.888619,25,182.47012
0.0,25,182.537402
0.0,25,182.537402
0.0,25,182.537402
0.0,25,182.537402
0.0,25,182.622563
0.0,25,182.622563
0.0,25,182.622563
0.0,25,182.622563
0.0,25,182.691839
0.0,25,182.691839
0.0,25,182.691839
0.0,25,182.691839
50.0,25,182.765113
50.0,25,182.765113
50.0,25,182.765113
-50.0,25,182.765113
10.0,25,182.842424
10.0,25,182.842424
10.0,25,182.842424
-10.0,25,182.842424
30.0,25,182.918154
30.0,25,182.918154
30.0,25,182.918154
-30.0,25,182.918154
0.0,25,183.000144
0.0,25,183.000144
0.0,25,183.000144
0.0,25,183.000144
0.0,25,183.072391
0.0,25,183.072391
0.0,25,183.072391
-7.4401593,25,183.072391
0.0,25,183.148232
0.0,25,183.148232
0.0,25,183.148232
-1.0109873,25,183.148232
0.0,25,183.210131
0.0,25,183.210131
0.0,25,183.210131
-2.7220142,25,183.210131
60.0,25,183.284471
60.0,25,183.284471
60.0,25,183.284471
-60.0,25,183.284471
0.0,25,183.370549
0.0,25,183.370549
0.0,25,183.370549
-23.550556,25,183.370549
50.0,25,183.452359
50.0,25,183.452359
50.0,25,183.452359
-50.0,25,183.452359
30.0,25,183.532305
30.0,25,183.532305
30.0,25,183.532305
-30.0,25,183.532305
20.0,25,183.620247
20.0,25,183.620247
20.0,25,183.620247
-20.0,25,183.620247
20.0,25,183.710041
20.0,25,183.710041
20.0,25,183.710041
-20.0,25,183.710041
30.0,25,183.803607
30.0,25,183.803607
30.0,25,183.803607
-41.616096,25,183.803607
30.0,25,183.8899
30.0,25,183.8899
30.0,25,183.8899
-30.0,25,183.8899
0.0,25,183.988145
0.0,25,183.988145
0.0,25,183.988145
0.0,25,183.988145
20.0,25,184.088281
20.0,25,184.088281
20.0,25,184.088281
-23.58295,25,184.088281
0.0,25,184.190438
0.0,25,184.190438
0.0,25,184.190438
0.0,25,184.190438
0.0,25,184.280548
0.0,25,184.280548
